1,5.99
2,6.348
3,6.767
4,7.187
5,7.607
6,8.027
7,8.447
8,8.866
9,9.45
10,10.037
11,10.625
12,11.213
13,11.801
14,12.404
15,13.057
16,13.71
17,14.363
18,15.016
19,15.657
20,16.16
21,16.664
22,17.168
23,17.672
24,18.175
25,18.764
26,19.51
27,20.257
28,21.003
29,21.749
30,22.496
31,23.242
32,23.988
33,24.734
34,25.481
35,26.226
36,26.946
37,27.665
38,28.385
39,29.107
40,29.947
41,30.786
42,31.626
43,32.465
44,33.305
45,34.144
46,34.984
47,35.824
48,36.802
49,37.782
50,38.761
51,39.611
52,40.358
53,41.104
54,41.85
55,42.597
56,43.38
57,44.219
58,45.059
59,45.898
60,46.684
61,47.384
62,48.084
63,48.783
64,49.502
65,50.222
66,50.941
67,51.661
68,52.362
69,53.061
70,53.761
71,54.346
72,54.813
73,55.279
74,55.746
75,56.212
76,56.628
77,56.943
78,57.258
79,57.573
80,57.888
81,58.046
82,58.151
83,58.256
84,58.361
85,58.466
86,58.571
87,58.676
88,58.781
89,58.886
90,58.862
91,58.742
92,58.622
93,58.502
94,58.167
95,57.663
96,57.159
97,56.839
98,56.599
99,56.359
100,56.119
101,55.634
102,55.034
103,54.435
104,53.835
105,53.396
106,53.036
107,52.676
108,52.316
109,51.642
110,50.802
111,49.963
112,49.175
113,48.575
114,47.976
115,47.376
116,46.727
117,45.888
118,45.048
119,44.209
120,43.422
121,42.863
122,42.303
123,41.743
124,40.847
125,39.84
126,38.832
127,37.973
128,37.134
129,36.296
130,35.577
131,34.857
132,34.138
133,33.418
134,32.698
135,31.979
136,31.259
137,30.539
138,29.561
139,28.582
140,27.602
141,26.778
142,26.078
143,25.379
144,24.679
145,23.98
146,23.28
147,22.58
148,21.928
149,21.298
150,20.668
151,20.039
152,19.415
153,18.856
154,18.296
155,17.736
156,17.073
157,16.353
158,15.633
159,14.914
160,14.318
161,13.793
162,13.269
163,12.744
164,12.214
165,11.584
166,10.955
167,10.325
168,9.695
169,9.135
170,8.655
171,8.176
172,7.696
173,7.148
174,6.519
175,5.889
176,5.259
177,4.63
178,4.222
179,3.849
180,3.476
181,3.103
182,2.73
183,2.383
184,2.047
185,1.711
186,1.375
187,1.04
188,0.704
189,0.398
190,0.092
191,-0.213
192,-0.518
193,-0.824
194,-1.129
195,-1.31
196,-1.43
197,-1.55
198,-1.67
199,-1.895
200,-2.175
201,-2.455
202,-2.734
203,-3.014
204,-3.201
205,-3.295
206,-3.388
207,-3.481
208,-3.575
209,-3.721
210,-3.973
211,-4.225
212,-4.477
213,-4.729
214,-4.981
215,-5.123
216,-5.193
217,-5.262
218,-5.332
219,-5.402
220,-5.472
221,-5.542
222,-5.744
223,-5.996
224,-6.248
225,-6.5
226,-6.752
227,-7.004
228,-7.098
229,-7.191
230,-7.285
231,-7.378
232,-7.471
233,-7.678
234,-7.907
235,-8.136
236,-8.365
237,-8.594
238,-8.823
239,-8.93
240,-8.93
241,-8.93
242,-8.93
243,-8.93
244,-9.106
245,-9.293
246,-9.48
247,-9.666
248,-9.853
249,-10.025
250,-10.193
251,-10.36
252,-10.528
253,-10.696
254,-10.851
255,-10.767
256,-10.683
257,-10.599
258,-10.516
259,-10.432
260,-10.397
261,-10.467
262,-10.537
263,-10.607
264,-10.676
265,-10.746
266,-10.816
267,-10.825
268,-10.755
269,-10.685
270,-10.615
271,-10.545
272,-10.475
273,-10.405
274,-10.374
275,-10.374
276,-10.374
277,-10.374
278,-10.374
279,-10.374
280,-10.374
281,-10.327
282,-10.257
283,-10.187
284,-10.117
285,-10.047
286,-9.977
287,-9.907
288,-9.781
289,-9.641
290,-9.501
291,-9.361
292,-9.221
293,-9.081
294,-8.941
295,-8.82
296,-8.7
297,-8.58
298,-8.46
299,-8.34
300,-8.22
301,-8.1
302,-7.98
303,-7.817
304,-7.649
305,-7.481
306,-7.313
307,-7.145
308,-6.991
309,-6.907
310,-6.824
311,-6.74
312,-6.656
313,-6.572
314,-6.443
315,-6.257
316,-6.07
317,-5.884
318,-5.697
319,-5.523
320,-5.383
321,-5.243
322,-5.103
323,-4.963
324,-4.824
325,-4.684
326,-4.509
327,-4.28
328,-4.051
329,-3.822
330,-3.593
331,-3.364
332,-3.136
333,-2.926
334,-2.717
335,-2.507
336,-2.297
337,-2.066
338,-1.814
339,-1.562
340,-1.31
341,-1.058
342,-0.806
343,-0.555
344,-0.303
345,-0.051
346,0.201
347,0.453
348,0.709
349,1.083
350,1.456
351,1.829
352,2.202
353,2.575
354,2.948
355,3.321
356,3.695
357,4.068
358,4.441
